X,Y,Z,TMI_nT,Std_nT
3603.50000,39447.00000,40.00000,-92.01000,6.84020
3604.10000,39347.00000,40.00000,-72.19000,6.44380
3608.50000,39247.00000,40.00000,97.82000,6.95640
3613.20000,39147.00000,40.00000,-26.93000,5.53860
3618.00000,39047.00000,40.00000,-52.08000,6.04160
3697.00000,39036.00000,40.00000,-44.80000,5.89600
3702.00000,39136.00000,40.00000,-53.91000,6.07820
3706.00000,39236.00000,40.00000,-34.94000,5.69880
3708.80000,39335.00000,40.00000,-7.98000,5.15960
3709.00000,39435.00000,40.00000,-85.85000,6.71700
3704.50000,39535.00000,40.00000,-43.14000,5.86280
3700.40000,39635.00000,40.00000,-75.84000,6.51680
3694.70000,39735.00000,40.00000,-27.46000,5.54920
3688.30000,39835.00000,40.00000,377.77000,12.55540
3682.00000,39935.00000,40.00000,1069.13000,26.38260
3810.00000,39934.00000,40.00000,1350.50000,32.01000
3811.00000,39834.00000,40.00000,405.32000,13.10640
3811.00000,39734.00000,40.00000,52.28000,6.04560
3811.00000,39634.00000,40.00000,-7.18000,5.14360
3809.50000,39534.00000,40.00000,-15.39000,5.30780
3806.20000,39434.00000,40.00000,-54.54000,6.09080
3803.80000,39334.00000,40.00000,-16.30000,5.32600
3799.60000,39234.00000,40.00000,-29.94000,5.59880
3794.40000,39134.00000,40.00000,-35.37000,5.70740
3791.80000,39034.00000,40.00000,-34.21000,5.68420
3893.00000,39034.00000,40.00000,-20.60000,5.41200
3898.50000,39134.00000,40.00000,-21.91000,5.43820
3902.90000,39233.00000,40.00000,-29.81000,5.59620
3905.60000,39333.00000,40.00000,173.04000,8.46080
3905.80000,39433.00000,40.00000,-12.05000,5.24100
3905.00000,39533.00000,40.00000,-21.96000,5.43920
3903.30000,39633.00000,40.00000,-16.09000,5.32180
3897.90000,39733.00000,40.00000,9.99000,5.19980
3889.00000,39833.00000,40.00000,134.21000,7.68420
3881.80000,39933.00000,40.00000,1243.45000,29.86900
4015.00000,39955.00000,40.00000,1355.80000,32.11600
4009.60000,39855.00000,40.00000,604.42000,17.08840
4004.70000,39755.00000,40.00000,15.56000,5.31120
4000.30000,39655.00000,40.00000,-3.52000,5.07040
3988.50000,39556.00000,40.00000,-6.74000,5.13480
3979.60000,39457.00000,40.00000,-56.22000,6.12440
3976.00000,39357.00000,40.00000,180.25000,8.60500
3976.50000,39257.00000,40.00000,-17.93000,5.35860
3980.10000,39157.00000,40.00000,-24.21000,5.48420
3985.30000,39057.00000,40.00000,-9.96000,5.19920
4099.00000,39035.00000,40.00000,17.10000,5.34200
4104.00000,39135.00000,40.00000,5.32000,5.10640
4109.00000,39234.00000,40.00000,-12.11000,5.24220
4111.00000,39334.00000,40.00000,-23.83000,5.47660
4112.10000,39434.00000,40.00000,49.04000,5.98080
4114.00000,39534.00000,40.00000,-58.92000,6.17840
4110.20000,39634.00000,40.00000,47.93000,5.95860
4105.30000,39734.00000,40.00000,64.71000,6.29420
4101.50000,39834.00000,40.00000,41.99000,5.83980
4096.60000,39934.00000,40.00000,854.68000,22.09360
4205.00000,39968.00000,40.00000,1417.80000,33.35600
4204.00000,39868.00000,40.00000,40.75000,5.81500
4203.90000,39768.00000,40.00000,6.01000,5.12020
4205.60000,39668.00000,40.00000,185.37000,8.70740
4206.00000,39568.00000,40.00000,152.97000,8.05940
4203.20000,39468.00000,40.00000,-3.98000,5.07960
4203.10000,39368.00000,40.00000,1.60000,5.03200
4204.80000,39268.00000,40.00000,-24.50000,5.49000
4206.00000,39168.00000,40.00000,4.60000,5.09200
4206.00000,39068.00000,40.00000,27.06000,5.54120
4320.00000,39036.00000,40.00000,65.10000,6.30200
4320.60000,39136.00000,40.00000,45.80000,5.91600
4321.00000,39236.00000,40.00000,1.52000,5.03040
4318.00000,39336.00000,40.00000,-51.77000,6.03540
4313.50000,39436.00000,40.00000,38.91000,5.77820
4308.50000,39535.00000,40.00000,543.65000,15.87300
4305.60000,39635.00000,40.00000,996.68000,24.93360
4304.00000,39735.00000,40.00000,72.95000,6.45900
4301.60000,39835.00000,40.00000,-246.00000,9.92000
4297.90000,39935.00000,40.00000,-187.81000,8.75620
4399.00000,39950.00000,40.00000,22.00000,5.44000
4399.00000,39850.00000,40.00000,-290.12000,10.80240
4399.00000,39750.00000,40.00000,-203.50000,9.07000
4399.80000,39650.00000,40.00000,449.50000,13.99000
4402.10000,39550.00000,40.00000,1377.21000,32.54420
4405.20000,39450.00000,40.00000,378.65000,12.57300
4410.50000,39350.00000,40.00000,-25.32000,5.50640
4418.10000,39250.00000,40.00000,2.60000,5.05200
4422.80000,39150.00000,40.00000,50.31000,6.00620
4417.70000,39051.00000,40.00000,73.61000,6.47220
4491.00000,39033.00000,40.00000,105.80000,7.11600
4494.90000,39133.00000,40.00000,79.48000,6.58960
4498.90000,39233.00000,40.00000,53.68000,6.07360
4501.00000,39333.00000,40.00000,12.96000,5.25920
4500.00000,39433.00000,40.00000,-46.59000,5.93180
4497.10000,39533.00000,40.00000,317.88000,11.35760
4493.90000,39632.00000,40.00000,528.09000,15.56180
4491.10000,39732.00000,40.00000,-109.41000,7.18820
4488.10000,39832.00000,40.00000,-222.19000,9.44380
4484.80000,39932.00000,40.00000,-233.89000,9.67780
